Water,County,Region,Date,GearCd,IF_Key,Length,Weight,SpeciesCd,Name,Age,IF_ID,NYTME,NYTMN,Altitude
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,932548333,432,NA,626,Walleye,6,932548333,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-429410351,502,NA,626,Walleye,6,-429410351,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-150799082,392,NA,626,Walleye,2,-150799082,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,249651219,475,NA,626,Walleye,8,249651219,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,314068231,407,NA,626,Walleye,2,314068231,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-5311144,483,NA,626,Walleye,5,-5311144,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-365641508,430,NA,626,Walleye,4,-365641508,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-2043504984,418,NA,626,Walleye,5,-2043504984,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,603423338,476,NA,626,Walleye,4,603423338,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,646448268,454,NA,626,Walleye,3,646448268,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-480526028,405,NA,626,Walleye,3,-480526028,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1796369533,450,NA,626,Walleye,3,-1796369533,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-924107962,479,NA,626,Walleye,7,-924107962,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1124791168,444,NA,626,Walleye,4,-1124791168,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,1633039312,550,NA,626,Walleye,9,1633039312,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1097551355,439,NA,626,Walleye,4,-1097551355,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,5124737,450,NA,626,Walleye,4,5124737,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1381705086,535,NA,626,Walleye,6,-1381705086,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1394114946,413,NA,626,Walleye,3,-1394114946,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1347047899,432,NA,626,Walleye,5,-1347047899,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1645034158,510,NA,626,Walleye,7,-1645034158,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1675997361,512,NA,626,Walleye,6,-1675997361,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1171445597,401,NA,626,Walleye,2,-1171445597,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-971264530,405,NA,626,Walleye,3,-971264530,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-596139132,472,NA,626,Walleye,9,-596139132,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1963960779,480,NA,626,Walleye,5,-1963960779,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-1873475284,377,NA,626,Walleye,2,-1873475284,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-673909147,457,NA,626,Walleye,3,-673909147,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-841317384,512,NA,626,Walleye,5,-841317384,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,460610411,400,NA,626,Walleye,2,460610411,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-973923771,432,NA,626,Walleye,4,-973923771,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,1924397969,522,NA,626,Walleye,7,1924397969,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-1233411935,452,NA,626,Walleye,4,-1233411935,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-1121395785,444,NA,626,Walleye,5,-1121395785,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-1476787559,470,NA,626,Walleye,7,-1476787559,4995,47402,1270
Canadarago Lake,Otsego,4,10/4/2004 0:00:00,4E0104,-649493689,528,NA,626,Walleye,7,-649493689,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,165048359,452,NA,626,Walleye,6,165048359,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,180259403,490,NA,626,Walleye,8,180259403,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,710854318,458,NA,626,Walleye,3,710854318,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,-1903695130,510,NA,626,Walleye,6,-1903695130,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,2072743597,477,NA,626,Walleye,5,2072743597,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,1835283553,503,NA,626,Walleye,7,1835283553,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,1919434975,520,NA,626,Walleye,5,1919434975,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,1870508336,339,NA,626,Walleye,1,1870508336,4995,47402,1270
Canadarago Lake,Otsego,4,10/5/2004 0:00:00,4E0104,952841435,552,NA,626,Walleye,8,952841435,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1720741185,462,NA,626,Walleye,5,-1720741185,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-795651253,392,NA,626,Walleye,3,-795651253,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-697195914,479,NA,626,Walleye,5,-697195914,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1058302712,391,NA,626,Walleye,3,-1058302712,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,208512370,469,NA,626,Walleye,5,208512370,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,1079301965,372,NA,626,Walleye,3,1079301965,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,2052987407,461,NA,626,Walleye,5,2052987407,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,2056854065,454,NA,626,Walleye,8,2056854065,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,1907466398,381,NA,626,Walleye,3,1907466398,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1641925382,612,NA,626,Walleye,9,-1641925382,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,1679551475,437,NA,626,Walleye,3,1679551475,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,1286841863,506,NA,626,Walleye,4,1286841863,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1420926359,454,NA,626,Walleye,3,-1420926359,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,1998093443,444,NA,626,Walleye,3,1998093443,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,1798595988,672,NA,626,Walleye,10,1798595988,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-189009948,380,NA,626,Walleye,3,-189009948,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1568995792,416,NA,626,Walleye,3,-1568995792,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,1670382357,409,NA,626,Walleye,4,1670382357,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,292952030,454,NA,626,Walleye,5,292952030,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-11179854,424,NA,626,Walleye,3,-11179854,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-2027473011,480,NA,626,Walleye,5,-2027473011,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-2122417860,466,NA,626,Walleye,6,-2122417860,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-535989814,382,NA,626,Walleye,4,-535989814,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,346422949,429,NA,626,Walleye,3,346422949,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-574729380,439,NA,626,Walleye,3,-574729380,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,72961837,395,NA,626,Walleye,3,72961837,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-1483845336,443,NA,626,Walleye,4,-1483845336,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-197787390,436,NA,626,Walleye,3,-197787390,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-756141047,448,NA,626,Walleye,5,-756141047,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,767421536,576,NA,626,Walleye,9,767421536,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1288751503,457,NA,626,Walleye,9,-1288751503,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,687222626,479,NA,626,Walleye,4,687222626,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,1092507199,557,NA,626,Walleye,7,1092507199,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,1217512212,520,NA,626,Walleye,6,1217512212,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-1640720640,472,NA,626,Walleye,7,-1640720640,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-1657003084,438,NA,626,Walleye,3,-1657003084,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-956082898,423,NA,626,Walleye,3,-956082898,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-1424664342,467,NA,626,Walleye,5,-1424664342,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-1411433578,430,NA,626,Walleye,3,-1411433578,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,-823620863,506,NA,626,Walleye,9,-823620863,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1975341767,436,NA,626,Walleye,3,-1975341767,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,418394108,483,NA,626,Walleye,5,418394108,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-611547811,437,NA,626,Walleye,3,-611547811,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-405935403,483,NA,626,Walleye,5,-405935403,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,604450759,475,NA,626,Walleye,7,604450759,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-2067653352,453,NA,626,Walleye,4,-2067653352,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-2035020124,453,NA,626,Walleye,5,-2035020124,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,499449690,469,NA,626,Walleye,5,499449690,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,647604486,474,NA,626,Walleye,4,647604486,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,1416265995,456,NA,626,Walleye,5,1416265995,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,1763892515,415,NA,626,Walleye,3,1763892515,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,686160219,437,NA,626,Walleye,4,686160219,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1701247350,486,NA,626,Walleye,5,-1701247350,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-846479661,498,NA,626,Walleye,6,-846479661,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-764899088,491,NA,626,Walleye,6,-764899088,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-874712233,492,NA,626,Walleye,6,-874712233,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,1886411943,423,NA,626,Walleye,5,1886411943,4995,47402,1270
Canadarago Lake,Otsego,4,9/30/2004 0:00:00,0E0104,1028013407,436,NA,626,Walleye,5,1028013407,4995,47402,1270
Canadarago Lake,Otsego,4,9/27/2004 0:00:00,0E0104,-1154027444,434,NA,626,Walleye,3,-1154027444,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-20268723,410,580,626,Walleye,3,-20268723,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-233295571,307,360,617,Yellow Perch,8,-233295571,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,437935414,303,220,626,Walleye,1,437935414,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1643566147,284,180,626,Walleye,1,1643566147,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1605159630,186,50,626,Walleye,0,1605159630,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-576092418,454,830,626,Walleye,3,-576092418,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-612036895,54,NA,617,Yellow Perch,0,-612036895,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,145123448,338,310,626,Walleye,1,145123448,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,62387729,404,610,626,Walleye,3,62387729,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,98625151,317,260,626,Walleye,1,98625151,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,510578692,462,940,626,Walleye,7,510578692,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,487617003,261,200,617,Yellow Perch,5,487617003,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,461421214,436,810,626,Walleye,3,461421214,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,100477008,465,900,626,Walleye,5,100477008,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1435459638,186,55,626,Walleye,0,1435459638,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,867520484,462,960,626,Walleye,5,867520484,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,979317330,205,75,626,Walleye,0,979317330,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1104709487,178,50,626,Walleye,0,1104709487,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1148290155,172,40,626,Walleye,0,1148290155,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1170937568,422,640,626,Walleye,4,1170937568,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1219258576,150,25,626,Walleye,0,1219258576,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1289307054,323,270,626,Walleye,1,1289307054,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,2110293990,166,35,626,Walleye,0,2110293990,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,785016368,433,700,626,Walleye,3,785016368,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1965199210,185,40,626,Walleye,0,1965199210,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,747548264,454,940,626,Walleye,3,747548264,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,701493165,156,25,626,Walleye,0,701493165,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,42564250,181,55,626,Walleye,0,42564250,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,36289439,564,1570,626,Walleye,9,36289439,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,216259286,414,600,626,Walleye,3,216259286,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1358597433,490,1130,626,Walleye,7,1358597433,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1438166893,505,1320,626,Walleye,6,1438166893,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1210845446,417,660,626,Walleye,4,1210845446,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1026971718,168,35,626,Walleye,0,1026971718,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1421198209,283,150,626,Walleye,1,1421198209,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1749694307,397,520,626,Walleye,3,1749694307,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1994943400,168,35,626,Walleye,0,1994943400,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1073723940,190,50,626,Walleye,0,-1073723940,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1611493028,468,1000,626,Walleye,5,1611493028,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1572456639,414,640,626,Walleye,3,-1572456639,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1587209992,305,240,626,Walleye,1,-1587209992,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1352877186,266,140,626,Walleye,1,-1352877186,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1367604618,301,220,626,Walleye,1,-1367604618,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1479247906,446,880,626,Walleye,3,-1479247906,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1386015119,502,1290,626,Walleye,9,-1386015119,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1407277070,336,310,626,Walleye,1,1407277070,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1263036619,153,30,626,Walleye,0,-1263036619,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,222308647,178,40,626,Walleye,0,222308647,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1166067305,162,35,626,Walleye,0,-1166067305,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-866067946,446,920,626,Walleye,5,-866067946,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-916690865,384,500,626,Walleye,3,-916690865,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-925185652,302,220,626,Walleye,1,-925185652,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-797356911,181,50,626,Walleye,0,-797356911,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-758030502,383,480,626,Walleye,2,-758030502,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1914697128,278,155,626,Walleye,1,-1914697128,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1724632167,176,40,626,Walleye,0,-1724632167,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1077557868,404,560,626,Walleye,3,-1077557868,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-173627675,402,560,626,Walleye,3,-173627675,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,449898771,172,35,626,Walleye,0,449898771,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2037828195,426,640,626,Walleye,2,-2037828195,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2119834859,186,50,626,Walleye,0,-2119834859,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2005526049,193,60,626,Walleye,0,-2005526049,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-328437341,315,250,626,Walleye,1,-328437341,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-324610828,463,990,626,Walleye,5,-324610828,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-394455998,493,1130,626,Walleye,6,-394455998,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,404501323,422,660,626,Walleye,4,404501323,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-444435777,302,200,626,Walleye,1,-444435777,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-480708081,476,960,626,Walleye,4,-480708081,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-415490962,384,570,626,Walleye,2,-415490962,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,226330756,167,35,626,Walleye,0,226330756,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,397205881,325,280,626,Walleye,1,397205881,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,322979169,413,700,626,Walleye,3,322979169,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1502862473,421,590,626,Walleye,3,1502862473,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1302856356,319,380,617,Yellow Perch,8,-1302856356,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1322053695,155,30,626,Walleye,0,-1322053695,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1189159887,417,650,626,Walleye,3,-1189159887,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-715249483,325,380,617,Yellow Perch,7,-715249483,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-1204707229,58,NA,617,Yellow Perch,0,-1204707229,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-853791463,397,650,626,Walleye,7,-853791463,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,4805753,122,NA,617,Yellow Perch,2,4805753,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1387173482,176,NA,617,Yellow Perch,3,1387173482,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,464565287,189,NA,617,Yellow Perch,3,464565287,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,648721628,154,NA,617,Yellow Perch,2,648721628,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,93731035,152,NA,617,Yellow Perch,2,93731035,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1330582160,72,NA,617,Yellow Perch,0,1330582160,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1438257999,116,NA,617,Yellow Perch,2,1438257999,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,98793629,158,NA,617,Yellow Perch,3,98793629,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-270677222,161,NA,617,Yellow Perch,2,-270677222,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,574406784,189,NA,617,Yellow Perch,3,574406784,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-117560196,110,NA,617,Yellow Perch,2,-117560196,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-107882940,104,NA,617,Yellow Perch,1,-107882940,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2031756294,76,NA,617,Yellow Perch,0,-2031756294,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2009509250,164,NA,617,Yellow Perch,2,-2009509250,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2078341921,133,NA,617,Yellow Perch,2,-2078341921,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2007396471,172,NA,617,Yellow Perch,3,-2007396471,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2002115604,86,NA,617,Yellow Perch,0,-2002115604,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,-2080279191,165,NA,617,Yellow Perch,3,-2080279191,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,575440023,183,NA,617,Yellow Perch,4,575440023,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,2121688111,96,NA,617,Yellow Perch,1,2121688111,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,2101189294,135,NA,617,Yellow Perch,2,2101189294,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,2024876376,132,NA,617,Yellow Perch,2,2024876376,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,1033453978,124,NA,617,Yellow Perch,2,1033453978,4995,47402,1270
Canadarago Lake,Otsego,4,10/12/2004 0:00:00,4E0104,954363522,136,NA,617,Yellow Perch,2,954363522,4995,47402,1270
